Type d'activité,Date,Favori,Titre,Distance,Calories,Durée,Fréquence cardiaque moyenne,Fréquence cardiaque maximale,TE aérobie,Cadence de course moyenne,Cadence de course maximale,Allure moyenne,Meilleure allure,Ascension totale,Descente totale,Longueur moyenne des foulées,Rapport vertical moyen,Oscillation verticale moyenne,Temps de contact moyen avec le sol,Equilibre TCS moyen,Training Stress Score® (TSS®),Puissance moy.,Puissance max.,Difficulté,Constance,Nombre total de coups,SWOLF moyen,Fréquence moy. des coups,Total répétitions,Total séries,Temps de plongée,Température minimale,Intervalle à la surface,Décompression,Temps du meilleur circuit,Nombre de tours,Température maximale,Fréquence respiratoire moyenne,Fréquence respiratoire minimale,Fréquence respiratoire maximale,Temps de déplacement,Temps écoulé,Altitude minimale,Altitude maximale
Course à pied,2023-07-10 18:43:51,false,"Paris - AS 10 : 4x1km @ 4'05/km r : 2'00","9.20","708","00:55:53","150","190","3.3","147","188","6:04","3:00","32","32","1.06","10.8","10.6","287","49.5% G / 50.5% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","Non","00:00:00.6","15","32.0","30","16","42","00:52:51","00:58:45","60","75"
Cyclisme,2023-07-09 18:14:49,false,"Paris Cyclisme","3.08","117","00:20:22","100","114","0.2","--","--","9.1","33.5","18","19","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","Non","00:00:00.3","6","30.0","--","--","--","00:16:46","00:20:22","57","68"
Cyclisme,2023-07-09 16:47:33,false,"Paris Cyclisme","2.99","99","00:14:03","108","126","0.3","--","--","12.8","40.3","12","17","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","Non","00:04:22.0","3","31.0","--","--","--","00:13:02","00:14:03","55","72"
Course à pied,2023-07-09 12:11:13,false,"Paris Course à pied","7.38","526","00:37:40","153","179","3.1","166","175","5:06","3:47","33","36","1.12","9.8","10.7","260","48.9% G / 51.1% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","Non","00:01:48.2","8","31.0","25","11","39","00:37:27","00:37:40","60","77"
Course à pied,2023-07-07 18:56:04,false,"Paris Course à pied","1.92","159","00:09:44.4","179","190","2.5","166","172","5:05","4:27","11","7","1.20","9.1","11.0","259","49.2% G / 50.8% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","33.0","0:00","Non","00:04:35.6","2","37.0","35","25","41","00:09:42.6","00:09:44.4","65","70"
Musculation,2023-07-07 18:14:23,false,"Musculation","0.00","536","00:37:52","155","179","3.2","--","--","--","--","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","105","2","0:00","33.0","0:00","Non","00:37:52","1","37.0","31","23","39","00:37:21","00:37:52","--","--"
Course à pied,2023-07-07 17:57:26,false,"Paris Course à pied","2.13","151","00:11:08","151","169","2.0","160","169","5:13","3:21","12","7","1.14","10.3","10.9","269","49.4% G / 50.6% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","31.0","0:00","Non","00:00:36.9","3","33.0","26","17","36","00:10:38","00:11:08","65","72"
Course à pied,2023-07-06 17:07:54,false,"Paris Course à pied","6.28","455","00:34:17","150","163","2.8","164","172","5:28","4:23","29","32","1.08","10.1","10.8","268","49.6% G / 50.4% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","Non","00:01:32.4","7","31.0","26","12","35","00:34:16","00:34:17","59","71"
Course à pied,2023-07-05 18:47:07,false,"Paris - VMA : 2x(6x30''/30'') @ 105%","6.27","551","00:42:56","155","199","3.4","144","226","6:51","2:51","18","13","1.00","10.0","9.4","300","49.5% G / 50.5% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Non","00:00:29.5","30","26.0","31","20","44","00:40:40","00:42:56","59","68"
Course à pied,2023-07-05 18:31:51,false,"Paris - VMA : 2x(6x30''/30'') @ 105%","2.29","164","00:12:08","145","164","2.1","162","167","5:18","4:21","11","12","1.13","10.1","11.1","272","49.6% G / 50.4% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","00:01:21.5","3","30.0","26","19","36","00:12:04","00:12:08","65","72"
Course à pied,2023-07-04 18:56:41,false,"Paris Course à pied","1.99","157","00:10:22","169","183","2.3","159","173","5:12","4:05","12","10","1.19","9.3","11.1","270","49.3% G / 50.7% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","00:05:01.3","2","30.0","34","25","40","00:10:03","00:10:22","66","70"
Musculation,2023-07-04 18:24:21,false,"Musculation","0.00","258","00:29:49","122","174","1.6","--","--","--","--","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","140","11","0:00","26.0","0:00","Non","00:29:49","1","32.0","26","21","33","00:04:50.6","00:29:49","--","--"
Course à pied,2023-07-04 18:07:43,false,"Paris Course à pied","1.98","136","00:10:35","139","160","2.0","162","167","5:21","3:36","12","7","1.17","9.9","11.3","270","49.3% G / 50.7% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","00:05:09.2","2","29.0","28","19","36","00:10:34","00:10:35","66","74"
Course à pied,2023-07-03 19:01:41,false,"Paris - Base","6.57","512","00:34:21","164","189","3.3","164","177","5:14","4:06","50","45","1.14","9.6","10.9","263","49.1% G / 50.9% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","Non","00:00:21.0","8","30.0","34","19","42","00:34:20","00:34:21","39","75"
Course à pied,2023-06-28 19:59:26,false,"Paris Course à pied","2.13","177","00:12:41","159","169","2.2","160","179","5:57","4:30","15","6","1.02","10.9","11.0","270","49.0% G / 51.0% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","Non","00:00:46.8","3","28.0","32","22","38","00:12:26","00:12:41","59","69"
Course à pied,2023-06-28 19:32:00,false,"Paris Course à pied","4.47","360","00:22:53","171","198","3.4","153","226","5:07","3:29","1","1","1.24","7.7","9.8","275","49.4% G / 50.6% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","Non","00:00:01.2","12","29.0","35","24","44","00:22:27","00:22:53","62","63"
Course à pied,2023-06-28 19:24:10,false,"Paris Course à pied","0.64","70","00:07:14.2","129","151","0.6","117","191","11:13","3:11","--","--","0.82","13.0","8.8","316","50.5% G / 49.5% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","Non","00:07:14.2","1","29.0","26","23","32","00:06:28","00:07:14.2","62","63"
Course à pied,2023-06-28 19:09:01,false,"Course à pied","2.03","157","00:12:06","144","161","2.1","163","170","5:58","4:44","10","10","1.07","10.8","10.8","273","49.4% G / 50.6% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","Non","00:00:09.4","3","31.0","24","16","32","00:12:06","00:12:06","64","70"
Course à pied,2023-06-27 19:09:28,false,"Paris Course à pied","1.94","165","00:10:38","175","183","2.4","160","186","5:29","2:07","9","7","1.14","9.3","10.5","270","49.1% G / 50.9% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","Non","00:05:00.7","2","32.0","36","24","41","00:10:25","00:10:38","65","70"
Musculation,2023-06-27 18:40:59,false,"Musculation","0.00","333","00:25:54","145","180","2.6","--","--","--","--","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","240","16","0:00","30.0","0:00","Non","00:25:54","1","32.0","30","18","38","00:07:44.9","00:25:54","--","--"
Course à pied,2023-06-27 18:24:48,false,"Course à pied","1.80","147","00:10:47","146","164","2.1","161","168","5:59","4:57","10","6","1.01","11.3","10.8","270","48.9% G / 51.1% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","Non","00:04:41.3","2","31.0","30","23","37","00:10:37","00:10:47","64","70"
Course à pied,2023-06-26 20:30:11,false,"Paris Course à pied","6.61","503","00:32:36","166","198","3.5","165","173","4:56","4:02","49","50","1.20","9.2","11.1","259","49.5% G / 50.5% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","Non","00:02:56.3","7","29.0","34","22","41","00:32:33","00:32:36","37","72"
Cyclisme,2023-06-24 18:57:58,false,"Paris Cyclisme","7.60","272","00:37:05","113","147","1.1","--","--","12.3","23.2","48","42","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","Non","00:03:45.9","8","32.0","--","--","--","00:32:39","00:37:05","40","76"
Course à pied,2023-06-21 19:06:41,false,"Paris Course à pied","1.78","143","00:09:13.5","170","184","2.3","165","171","5:10","4:05","9","9","1.17","9.3","11.0","262","49.7% G / 50.3% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","Non","00:04:03.2","2","31.0","34","19","41","00:09:13.3","00:09:13.5","65","70"
Musculation,2023-06-21 18:33:09,false,"Musculation","0.00","265","00:31:51","123","188","1.6","--","--","--","--","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","149","11","0:00","29.0","0:00","Non","00:31:51","1","32.0","24","17","32","00:04:35.7","00:31:51","--","--"
Course à pied,2023-06-21 18:16:46,false,"Paris Course à pied","1.97","146","00:10:25","148","164","2.1","164","170","5:17","4:30","12","9","1.14","9.6","11.1","267","49.8% G / 50.2% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","Non","00:05:09.6","2","32.0","29","19","36","00:10:25","00:10:25","66","73"
Course à pied,2023-06-20 18:14:46,false,"Base","7.86","655","00:42:38","162","191","3.9","163","229","5:25","2:45","61","60","1.21","8.6","11.0","261","49.5% G / 50.5% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","00:00:47.2","9","31.0","32","21","40","00:42:10","00:43:04","36","73"
Course à pied,2023-06-19 18:25:18,false,"Base","6.64","569","00:36:28","164","192","3.8","165","180","5:30","4:18","50","48","0.79","14.3","11.0","263","49.5% G / 50.5% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","Non","00:01:28.0","8","31.0","33","17","42","00:36:27","00:36:28","45","78"
Cyclisme,2023-06-18 16:49:19,false,"Paris Cyclisme","7.55","260","00:35:45","113","137","0.9","--","--","12.7","23.1","45","40","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","Non","00:02:36.5","8","32.0","--","--","--","00:29:52","00:35:45","40","73"
Course à pied,2023-06-14 18:30:18,false,"Course à pied","7.24","600","00:39:57","160","185","3.6","165","198","5:31","4:08","60","61","0.94","11.2","10.8","264","49.4% G / 50.6% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","Non","00:01:14.5","8","31.0","31","12","40","00:39:55","00:39:57","57","81"
Course à pied,2023-06-13 19:18:05,false,"Paris Course à pied","1.87","158","00:10:52","169","185","2.3","158","169","5:48","4:32","9","9","1.09","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","Non","00:04:51.0","2","33.0","--","--","--","00:10:36","00:10:52","64","70"
Musculation,2023-06-13 18:56:15,false,"Musculation","0.00","228","00:20:21","132","155","2.0","--","--","--","--","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","210","14","0:00","31.0","0:00","Non","00:20:21","1","34.0","--","--","--","00:06:36.7","00:20:21","--","--"
Course à pied,2023-06-13 18:40:04,false,"Course à pied","0.74","138","00:12:24","129","170","2.0","164","172","16:40","4:05","9","6","0.37","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","Non","00:12:24","1","32.0","--","--","--","00:12:20","00:12:24","62","68"
Course à pied,2023-06-07 19:17:13,false,"Dompierre-sur-Yon Course à pied","7.28","551","00:38:28","158","196","3.5","162","240","5:17","3:35","50","48","1.14","9.3","10.5","268","49.6% G / 50.4% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","Non","00:00:13.8","11","31.0","32","17","44","00:38:17","00:38:28","67","86"
Cyclisme,2023-06-06 19:07:59,false,"Dompierre-sur-Yon Cyclisme","22.06","658","00:53:24","142","170","3.1","--","--","24.8","49.9","195","194","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","Non","00:00:09.7","23","31.0","32","13","42","00:53:17","00:53:24","54","88"
Course à pied,2023-06-05 19:58:57,false,"Dompierre-sur-Yon Course à pied","7.03","508","00:39:44","140","157","2.6","163","170","5:39","4:54","39","41","1.08","9.7","10.7","271","49.4% G / 50.6% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","Non","00:00:10.1","8","31.0","24","15","36","00:39:42","00:39:44","69","85"
Course à pied,2023-06-04 19:33:19,false,"Dompierre-sur-Yon Course à pied","6.01","445","00:33:01","145","167","2.8","165","169","5:29","4:51","40","42","1.10","9.6","10.7","265","49.4% G / 50.6% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","Non","00:00:03.5","7","31.0","27","18","37","00:32:56","00:33:01","66","84"
Cyclisme,2023-06-02 17:37:57,false,"Dompierre-sur-Yon Cyclisme","14.02","453","00:32:07","153","184","3.1","--","--","26.2","42.9","114","108","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","Non","00:00:03.0","15","32.0","33","23","40","00:32:03","00:32:07","64","93"
Cyclisme,2023-06-01 19:27:30,false,"Dompierre-sur-Yon Cyclisme","17.28","445","00:39:37","135","155","2.2","--","--","26.2","41.2","94","94","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","Non","00:00:47.1","18","31.0","29","21","36","00:39:31","00:39:37","63","88"
Course à pied,2023-05-31 19:26:43,false,"Dompierre-sur-Yon - Base","8.03","593","00:45:34","143","163","2.8","161","170","5:41","5:06","50","48","1.09","9.9","11.0","273","49.5% G / 50.5% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","Non","00:02:02.5","9","30.0","28","19","37","00:45:30","00:45:34","69","85"
Course à pied,2023-05-30 19:34:29,false,"Dompierre-sur-Yon - Base","6.27","466","00:32:23","156","183","3.2","165","175","5:10","4:05","45","45","1.15","9.3","10.9","267","49.0% G / 51.0% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","Non","00:00:23.1","8","29.0","31","17","42","00:32:16","00:32:23","66","85"
Cyclisme,2023-05-30 18:58:47,false,"Dompierre-sur-Yon Cyclisme","14.28","373","00:32:41","135","155","2.2","--","--","26.2","43.8","111","113","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","Non","00:00:48.8","15","31.0","31","19","37","00:32:35","00:32:41","58","89"
Cyclisme,2023-05-29 19:41:26,false,"Dompierre-sur-Yon Cyclisme","12.98","312","00:33:25","125","142","1.7","--","--","23.3","41.9","115","109","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","Non","00:02:01.2","13","32.0","28","20","37","00:33:18","00:33:25","59","94"
Course à pied,2023-05-29 18:18:03,false,"Dompierre-sur-Yon - Base","5.55","409","00:32:33","139","155","2.4","163","170","5:52","4:35","41","43","1.04","9.9","10.4","279","49.2% G / 50.8% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","Non","00:03:19.5","6","30.0","26","17","38","00:32:30","00:32:33","66","84"
Course à pied,2023-05-27 16:42:15,false,"Dompierre-sur-Yon - Base","7.81","608","00:44:38","153","172","3.1","163","168","5:43","5:05","55","54","1.06","9.6","10.4","278","48.9% G / 51.1% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","Non","00:00:11.6","9","32.0","32","18","39","00:44:34","00:44:38","65","85"
Course à pied,2023-05-25 17:32:19,false,"Paris Course à pied","6.91","495","00:38:12","146","169","2.7","164","172","5:32","4:20","35","38","1.09","10.1","11.1","262","49.4% G / 50.6% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","00:04:39.1","7","29.0","23","14","35","00:38:03","00:38:12","61","71"
Course à pied,2023-05-24 19:09:53,false,"Paris Course à pied","2.07","159","00:10:29","164","176","2.3","165","169","5:04","3:55","10","15","1.20","9.3","11.3","257","49.3% G / 50.7% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Non","00:00:22.1","3","26.0","36","31","40","00:10:12","00:10:29","70","78"
Musculation,2023-05-24 18:46:55,false,"Musculation","0.00","190","00:22:19","117","166","1.2","--","--","--","--","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","220","14","0:00","24.0","0:00","Non","00:22:19","1","27.0","25","19","34","00:05:50.2","00:22:19","--","--"
Course à pied,2023-05-24 18:28:58,false,"Paris Course à pied","2.24","159","00:12:36","135","157","2.0","160","180","5:38","4:05","17","10","1.09","10.4","11.0","261","49.5% G / 50.5% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","22.0","0:00","Non","00:01:40.6","3","27.0","29","19","37","00:12:01","00:12:36","70","76"
Course à pied,2023-05-23 19:08:57,false,"Paris Course à pied","2.33","178","00:12:55","157","172","2.2","161","171","5:33","4:44","18","12","1.06","10.3","11.0","269","49.4% G / 50.6% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","00:01:38.0","3","22.0","33","25","40","00:12:55","00:12:55","59","67"
Course à pied,2023-05-23 18:38:30,false,"Paris Course à pied","4.84","425","00:27:44","167","199","3.7","149","199","5:44","3:29","24","21","1.16","8.8","9.6","294","49.5% G / 50.5% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Non","00:00:01.1","13","23.0","34","19","43","00:27:00","00:27:44","60","67"
Course à pied,2023-05-23 18:23:37,false,"Paris Course à pied","2.28","160","00:12:28","137","161","2.0","165","171","5:29","1:36","11","11","1.13","9.8","11.1","256","49.6% G / 50.4% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","00:01:26.7","3","26.0","29","20","36","00:12:13","00:12:28","62","69"
Course à pied,2023-05-20 16:38:48,false,"Paris Course à pied","1.97","155","00:09:34.8","174","186","2.5","166","173","4:52","4:15","10","11","1.23","8.9","11.1","252","49.2% G / 50.8% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","Non","00:04:34.1","2","30.0","36","30","41","00:09:34","00:09:34.8","62","69"
Musculation,2023-05-20 16:19:19,false,"Musculation","0.00","174","00:19:04","121","161","1.4","--","--","--","--","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","120","12","0:00","26.0","0:00","Non","00:19:04","1","30.0","25","19","36","00:03:59.4","00:19:04","--","--"
Course à pied,2023-05-20 16:05:40,false,"Paris Course à pied","2.09","143","00:10:33","144","160","2.1","165","170","5:02","4:00","12","7","1.15","9.8","11.0","262","49.3% G / 50.7% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","00:00:29.9","3","27.0","25","20","32","00:10:31","00:10:33","65","72"
Course à pied,2023-05-17 19:00:09,false,"Paris Course à pied","2.29","184","00:13:13","157","171","2.3","159","172","5:46","4:30","15","11","1.07","10.3","11.1","267","49.3% G / 50.7% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","00:01:34.5","3","22.0","31","23","37","00:12:57","00:13:13","59","67"
Course à pied,2023-05-17 18:28:50,false,"Paris Course à pied","4.60","393","00:27:22","161","199","3.6","147","202","5:57","3:09","35","33","1.15","8.6","9.3","295","49.4% G / 50.6% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Non","00:00:01.2","12","24.0","33","23","44","00:26:28","00:27:22","63","70"
Course à pied,2023-05-17 18:14:24,false,"Paris Course à pied","2.32","158","00:12:36","136","154","2.0","161","170","5:26","4:18","13","14","1.05","11.0","11.1","261","49.3% G / 50.7% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","22.0","0:00","Non","00:01:41.8","3","27.0","27","18","36","00:12:21","00:12:36","60","68"
Course à pied,2023-05-16 18:57:40,false,"Paris Course à pied","2.04","155","00:09:36.3","175","189","2.6","167","173","4:42","1:45","8","10","1.25","9.0","11.2","250","48.8% G / 51.2% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","00:00:12.3","3","28.0","35","27","39","00:09:34.9","00:09:36.3","65","72"
Musculation,2023-05-16 18:36:08,false,"Musculation","0.00","203","00:20:53","125","164","1.8","--","--","--","--","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","195","13","0:00","21.0","0:00","Non","00:20:53","1","28.0","26","21","33","00:05:39.9","00:20:53","--","--"
Course à pied,2023-05-16 18:20:15,false,"Paris Course à pied","2.19","154","00:12:15","137","161","2.1","165","171","5:35","4:06","11","6","1.03","12.1","11.3","259","49.5% G / 50.5% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","00:00:58.1","3","27.0","29","20","34","00:11:45","00:12:15","63","71"
Course à pied,2023-05-11 19:12:59,false,"Paris Course à pied","2.31","174","00:13:18","149","162","2.1","161","169","5:45","4:57","14","8","1.05","10.5","11.1","272","49.5% G / 50.5% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","19.0","0:00","Non","00:01:44.9","3","20.0","26","13","38","00:13:18","00:13:18","59","67"
Course à pied,2023-05-11 18:53:19,false,"Paris Course à pied","3.34","278","00:17:38","168","196","3.3","152","233","5:17","3:23","8","7","1.25","7.7","9.9","295","49.3% G / 50.7% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","19.0","0:00","Non","00:00:00.9","9","21.0","35","22","43","00:16:53","00:17:38","61","64"
Course à pied,2023-05-11 18:37:21,false,"Paris Course à pied","2.31","162","00:12:38","136","151","2.1","164","175","5:28","3:42","10","11","1.10","10.1","10.9","266","49.2% G / 50.8% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Non","00:01:43.1","3","28.0","26","17","34","00:12:33","00:12:38","62","69"
Course à pied,2023-05-10 19:51:19,false,"Paris Course à pied","2.30","173","00:11:09","171","187","2.6","165","171","4:51","2:29","7","10","1.19","9.1","10.9","261","49.3% G / 50.8% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","00:01:22.6","3","26.0","36","27","40","00:11:08","00:11:09","62","69"
Musculation,2023-05-10 19:22:39,false,"Musculation","0.00","286","00:28:02","130","168","2.1","--","--","--","--","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","180","22","0:00","21.0","0:00","Non","00:28:02","1","27.0","26","20","34","00:05:29.0","00:28:02","--","--"
Course à pied,2023-05-10 19:09:12,false,"Paris Course à pied","2.00","142","00:10:41","148","166","2.1","164","169","5:21","2:05","8","5","1.10","10.2","11.3","258","49.1% G / 50.9% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","00:05:18.8","2","27.0","25","21","36","00:10:19","00:10:41","69","75"
Course à pied,2023-05-09 01:21:14,false,"Paris Course à pied","1.22","144","00:10:13","159","182","2.2","106","242","8:21","4:09","10","4","1.15","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","00:04:41.2","2","23.0","--","--","--","00:06:48","00:10:13","73","81"
Marche à pied,2023-05-08 16:32:18,false,"Paris Marche à pied","2.94","187","00:34:10","101","115","0.5","103","117","11:38","8:53","5","22","0.83","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","Non","00:10:45","3","28.0","--","--","--","00:32:45","00:34:10","47","71"
Course à pied,2023-05-07 18:18:39,false,"Paris - Base","7.18","559","00:40:42","157","173","3.1","163","171","5:40","4:44","41","40","1.05","10.5","11.1","263","49.4% G / 50.6% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","00:01:01.3","8","28.0","31","20","38","00:40:34","00:40:42","63","73"
Course à pied,2023-05-06 17:58:29,false,"Paris Course à pied","2.10","143","00:11:20","117","140","2.1","155","172","5:24","4:11","7","9","1.20","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","Non","00:00:28.2","3","29.0","--","--","--","00:10:38","00:11:20","61","67"
Musculation,2023-05-06 17:35:51,false,"Musculation","0.00","144","00:21:07","105","136","0.8","--","--","--","--","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","139","16","0:00","24.0","0:00","Non","00:21:07","1","29.0","--","--","--","00:03:56.8","00:22:05","--","--"
Course à pied,2023-05-06 17:20:14,false,"Paris Course à pied","2.39","184","00:13:21","149","169","2.3","163","172","5:35","4:40","8","7","1.10","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Non","00:02:06.1","3","29.0","--","--","--","00:13:19","00:13:21","63","69"
Course à pied,2023-05-05 18:03:34,false,"Paris Course à pied","7.31","578","00:38:33","165","183","3.6","166","175","5:16","3:24","41","45","1.12","9.8","11.0","255","49.3% G / 50.7% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","22.0","0:00","Non","00:01:41.9","8","28.0","34","21","39","00:38:28","00:38:33","62","73"
Marche à pied,2023-05-04 17:44:41,false,"Paris Marche à pied","1.86","189","00:43:35","88","113","0.2","55","174","23:28","8:21","10","7","0.78","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","Non","00:12:59","2","29.0","--","--","--","00:23:18","00:44:13","59","71"
Course à pied,2023-05-03 18:16:34,false,"Base","6.17","497","00:34:52","151","185","3.4","161","189","5:39","4:19","36","36","1.16","9.8","11.4","259","49.4% G / 50.6% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","00:00:03.3","8","27.0","33","15","42","00:34:13","00:34:52","-64","-55"
Course à pied,2023-04-25 16:14:17,false,"Dompierre-sur-Yon - Base","6.25","459","00:33:16","144","168","3.0","166","170","5:19","4:45","42","41","1.13","9.9","11.4","256","49.3% G / 50.7% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Non","00:01:20.2","7","26.0","31","22","38","00:33:11","00:33:16","68","87"
Course à pied,2023-04-24 17:52:29,false,"Dompierre-sur-Yon Course à pied","7.36","537","00:39:09","150","193","3.4","164","178","5:19","3:47","53","52","1.11","10.0","11.0","259","49.4% G / 50.6% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","00:02:08.4","8","26.0","31","19","42","00:39:05","00:39:09","24","43"
Course à pied,2023-04-20 18:41:28,false,"Paris Course à pied","5.10","382","00:27:43","150","168","2.7","164","175","5:26","4:31","25","24","1.13","9.9","11.2","262","49.4% G / 50.6% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","00:00:33.1","6","26.0","29","20","37","00:27:43","00:27:43","49","58"
Course à pied,2023-04-17 18:53:45,false,"Paris Course à pied","8.14","622","00:40:34","162","200","3.6","164","186","4:59","2:39","58","58","1.19","10.2","11.4","254","49.6% G / 50.4% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","00:00:46.0","9","26.0","33","21","42","00:39:57","00:40:34","21","56"
